id,credit_score,isCtry1,isCtry2,isFemale,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
7139,493,0,0,1,48,7,0,2,1,0,48545.1,0
7140,557,0,0,0,34,3,0,1,0,1,123427.98,0
7141,850,0,1,0,40,1,76914.21,1,1,0,174183.44,0
7142,799,0,1,1,32,3,106045.92,2,1,1,17938,0
7143,756,0,1,0,34,1,103133.26,1,1,1,90059.04,0
7144,752,0,1,0,38,0,145974.79,2,1,1,137694.23,0
7145,696,0,0,1,36,3,0,3,1,0,65039.9,0
7146,630,0,0,1,49,1,0,2,0,1,162858.29,0
7147,659,0,0,1,38,9,0,2,1,1,35701.06,0
7148,685,0,0,0,39,9,0,2,1,1,18826.06,0
7149,599,0,0,1,31,3,0,1,1,1,130086.47,1
7150,559,0,0,1,31,1,139183.06,1,0,1,143360.56,0
7151,615,0,0,0,19,5,0,2,1,0,159920.92,0
7152,580,1,0,1,36,3,74974.89,1,1,1,12099.67,0
7153,487,0,0,0,44,6,61691.45,1,1,1,53087.98,0
7154,646,1,0,1,35,1,121952.75,2,1,1,142839.82,0
7155,811,0,1,1,35,7,0,1,1,1,178.19,0
7156,526,0,0,0,35,5,0,2,1,1,105618.14,0
7157,767,0,0,0,37,7,0,2,1,1,24734.25,0
7158,548,0,1,1,33,1,80107.83,2,0,1,82245.67,0
7159,737,0,0,1,45,2,0,2,0,1,177695.67,0
7160,613,1,0,0,40,1,147856.82,3,0,0,107961.11,1
7161,711,0,0,0,36,8,0,2,1,0,55207.41,0
7162,850,0,0,1,53,7,65407.16,2,0,0,182633.63,1
7163,752,0,1,1,53,8,114233.18,1,1,1,51587.04,0
7164,710,0,1,1,37,5,0,2,1,0,115403.31,0
7165,664,0,0,1,53,7,187602.18,1,1,0,186392.99,1
7166,510,0,1,1,22,3,156834.34,1,0,0,44374.44,0
7167,577,0,1,1,34,2,0,2,1,1,84033.35,0
7168,529,0,1,0,42,1,157498.9,1,1,1,82276.62,0
7169,757,0,0,1,44,9,0,2,1,0,177528.92,0
7170,691,0,1,0,41,2,0,1,1,1,56850.92,1
7171,621,0,0,0,34,8,0,1,0,0,47972.65,0
7172,709,0,0,0,35,2,0,2,1,0,104982.39,0
7173,756,0,0,0,19,4,130274.22,1,1,1,133535.29,0
7174,788,0,1,1,41,6,0,1,1,1,25571.37,0
7175,705,0,1,1,39,5,149379.66,2,1,0,96075.55,0
7176,483,0,1,0,29,9,0,1,1,1,81634.45,0
7177,719,0,0,0,35,1,100829.94,1,1,1,165008.97,0
7178,793,1,0,1,32,1,96408.98,1,1,1,138191.81,0
7179,593,0,1,0,41,6,0,2,1,1,99136.49,0
7180,551,0,1,0,52,1,0,1,0,0,63584.55,1
7181,690,0,1,0,39,6,0,2,1,0,160532.88,0
7182,823,0,1,0,71,5,149105.08,1,0,1,162683.06,0
7183,512,0,0,0,39,3,0,1,1,0,134878.19,0
7184,802,0,0,0,41,5,0,2,1,1,134626.3,0
7185,450,0,0,1,34,2,0,2,1,0,175480.93,0
7186,651,1,0,0,41,1,90218.11,1,1,0,174337.68,0
7187,697,0,1,1,33,1,87347.7,1,1,0,172524.51,0
7188,611,0,1,0,28,2,0,2,0,0,25395.83,0
7189,643,0,1,1,33,0,137811.75,1,1,1,184856.89,0
7190,822,0,1,0,37,3,105563,1,1,0,182624.93,0
7191,632,0,1,0,38,4,0,2,0,0,192505.62,0
7192,575,0,0,1,26,7,0,2,1,0,112507.63,0
7193,672,0,1,0,31,6,91125.75,1,1,0,177295.92,0
7194,517,0,0,0,39,3,0,2,0,1,12465.51,0
7195,621,0,0,0,39,8,0,2,1,0,36122.96,0
7196,775,1,0,1,77,6,135120.56,1,1,0,37836.64,0
7197,600,0,1,0,29,8,0,2,0,1,34747.43,0
7198,640,0,1,0,28,7,0,2,1,1,131097.9,0
7199,752,0,1,1,36,1,86837.95,1,1,1,105280.55,0
7200,613,0,1,0,26,4,100446.57,1,0,1,149653.81,0
7201,484,0,1,1,32,3,0,2,1,1,139390.99,0
7202,511,0,1,1,33,3,0,2,1,0,132436.71,0
7203,745,0,1,1,32,2,0,4,0,1,179705.13,1
7204,786,0,0,1,32,6,114512.59,1,1,0,15796.66,0
7205,727,0,1,0,35,5,136364.46,1,0,0,142754.71,0
7206,622,0,1,0,31,5,106260.67,1,1,1,2578.43,0
7207,794,0,1,0,24,10,146126.75,1,1,1,88992.05,0
7208,636,0,0,0,52,4,111284.53,1,0,1,32936.44,1
7209,741,0,0,1,42,9,121056.63,2,1,0,39122.58,0
7210,687,0,1,0,34,5,128270.56,1,1,0,191092.62,0
7211,660,0,0,0,30,4,0,2,1,0,129149.06,0
7212,660,0,1,0,35,7,0,2,1,0,13218.6,0
7213,617,0,1,1,79,7,0,1,1,1,160589.18,0
7214,762,0,1,0,32,10,191775.65,1,1,0,179657.83,0
7215,752,0,0,1,35,2,0,1,1,0,44335.54,1
7216,561,0,0,0,34,4,85141.79,2,1,1,29217.37,0
7217,609,0,1,0,26,10,126392.18,1,0,1,43651.49,0
7218,803,0,1,0,28,3,0,2,1,0,159654,0
7219,556,0,1,1,40,9,129860.37,1,0,0,17992.94,0
7220,531,0,1,1,53,5,127642.44,1,1,0,141501.45,1
7221,411,0,1,1,35,2,0,2,1,1,93825.78,0
7222,587,1,0,1,44,5,125584.17,2,1,1,41852.24,1
7223,683,0,0,0,56,7,50911.21,3,0,0,97629.31,1
7224,654,0,1,0,29,2,91955.61,1,1,0,37065.66,0
7225,670,1,0,1,36,2,84266.44,2,0,0,38614.69,0
7226,655,0,1,1,36,2,147149.59,1,1,1,87816.86,0
7227,752,0,1,1,36,7,0,2,1,0,184866.86,0
7228,534,0,1,1,23,5,104822.45,1,0,1,160176.47,0
7229,635,0,1,0,42,1,146766.72,2,0,1,164357.1,0
7230,491,1,0,0,70,6,148745.92,2,1,1,17818.33,0
7231,516,0,1,0,27,9,0,1,1,0,142680.64,1
7232,530,0,1,1,48,0,0,1,1,0,85081.09,0
7233,687,0,0,0,35,3,0,2,1,1,176450.19,0
7234,684,0,1,1,41,6,135203.81,2,1,1,121967.88,0
7235,706,1,0,0,23,2,93301.97,2,0,1,127187.04,0
7236,490,1,0,0,33,5,96341,2,0,0,108313.34,0
7237,796,0,1,0,44,8,165326.2,1,1,1,57205.55,0
7238,849,0,1,0,27,0,0,2,0,1,157891.86,0
7239,779,0,1,1,41,10,99786.2,1,1,0,86927.53,0
7240,794,0,0,1,22,4,114440.24,1,1,1,107753.07,0
7241,748,0,0,0,36,4,141573.55,1,1,0,82158.14,0
7242,663,0,0,1,22,9,0,1,1,0,29135.89,1
7243,645,0,0,1,55,1,133676.65,1,0,1,17095.49,0
7244,464,0,1,1,33,10,147493.7,2,1,0,100447.53,0
7245,737,0,1,0,54,9,0,1,1,0,83470.4,1
7246,590,0,1,1,29,4,0,2,1,0,121846.81,0
7247,522,1,0,1,37,3,95022.57,1,1,1,129107.59,0
7248,648,0,1,1,34,3,0,1,1,0,54726.43,0
7249,754,0,1,0,37,6,0,1,1,1,116141.72,0
7250,669,0,1,0,50,4,149713.61,3,1,1,124872.42,1
7251,648,1,0,1,43,1,107963.38,1,0,0,186438.86,1
7252,763,0,1,0,40,3,0,2,1,0,134281.11,0
7253,790,0,0,0,32,3,0,1,1,0,91044.47,0
7254,581,0,1,0,37,7,0,2,1,1,74320.75,0
7255,703,0,1,0,43,8,0,2,1,0,9704.66,0
7256,571,0,1,1,33,9,102017.25,2,0,0,128600.49,0
7257,657,0,0,1,27,8,0,2,0,0,6468.24,0
7258,737,0,1,0,44,7,0,2,0,0,57898.58,0
7259,793,0,0,0,29,8,96674.55,2,0,0,192120.66,0
7260,783,0,0,1,44,3,81811.71,1,1,0,164213.53,1
7261,751,0,0,0,33,4,79281.61,1,1,0,117547.76,0
7262,579,0,1,0,31,6,0,2,1,0,26149.25,0
7263,655,1,0,1,36,10,122314.39,1,1,0,9181.66,0
7264,614,1,0,0,43,8,140733.74,1,1,1,166588.76,0
7265,678,1,0,0,49,2,116933.11,1,1,0,195053.58,1
7266,562,0,0,0,41,5,165445.04,2,1,0,85787.31,0
7267,711,1,0,1,53,5,123805.03,1,1,0,102428.51,0
7268,620,0,1,0,37,0,107548.94,1,1,0,71175.94,0
7269,437,0,1,0,49,9,111634.29,2,0,1,166440.32,0
7270,691,1,0,1,41,8,109153.96,3,1,1,148848.76,1
7271,552,0,0,1,34,4,0,2,1,0,140286.69,0
7272,765,1,0,0,34,5,86055.17,2,1,1,104220.5,0
7273,707,1,0,1,51,10,98438.23,1,0,0,70778.63,1
7274,764,0,0,0,29,5,0,2,1,0,65868.28,0
7275,585,0,1,1,32,8,144705.87,2,0,0,171482.56,0
7276,784,0,1,0,31,7,0,2,1,1,143204.41,0
7277,605,0,1,0,41,5,91612.91,1,1,1,28427.84,0
7278,699,0,0,0,40,2,0,1,1,0,78387.32,0
7279,544,0,1,1,40,7,0,1,0,1,161076.92,0
7280,803,0,1,1,32,9,192122.84,1,1,1,54277.45,1
7281,735,0,1,0,41,7,179904,1,1,1,137180.95,0
7282,673,0,1,0,59,0,178058.06,2,0,1,21063.71,1
7283,652,0,1,0,30,2,176166.56,2,1,1,152210.81,0
7284,694,0,1,0,42,3,156864.2,2,0,0,88890.75,0
7285,741,0,1,1,44,7,0,2,1,1,190534.76,0
7286,590,0,0,0,30,3,0,2,1,0,83090.35,0
7287,809,0,0,1,33,3,0,2,0,1,141426.78,0
7288,523,0,1,0,34,2,161588.89,1,1,1,51358.66,0
7289,540,0,1,0,48,2,109349.29,1,1,0,88703.04,1
7290,596,0,0,1,29,6,0,2,1,0,116696.77,0
7291,597,0,1,1,36,9,0,2,1,1,7156.09,0
7292,407,0,0,0,37,1,0,1,1,1,49161.12,1
7293,748,0,1,0,60,0,152335.7,1,1,0,126743.33,1
7294,562,0,1,1,51,1,124662.54,1,1,1,65390.46,1
7295,734,1,0,1,47,10,91522.04,2,1,1,138835.91,0
7296,710,0,1,0,45,1,0,2,1,1,36154.66,0
7297,539,0,0,1,39,6,62052.28,1,0,1,59755.14,0
7298,542,0,1,0,32,7,107871.72,1,1,0,125302.64,0
7299,717,0,1,1,36,2,99472.76,2,1,0,94274.72,1
7300,682,0,0,1,50,10,128039.01,1,1,1,102260.16,0
7301,515,0,1,0,33,2,0,2,1,1,136028.97,0
7302,526,0,0,1,33,8,114634.63,2,1,0,110114.38,1
7303,702,0,1,0,26,5,56738.47,2,1,1,100442.22,1
7304,651,1,0,0,34,2,90355.12,2,0,0,193597.94,0
7305,792,1,0,0,36,5,115725.24,2,0,0,1871.25,0
7306,817,1,0,0,58,3,114327.59,2,1,1,42831.11,0
7307,674,1,0,1,36,6,100762.64,1,1,0,182156.86,0
7308,641,0,1,1,40,9,0,1,0,0,151648.66,1
7309,513,0,0,0,39,7,89039.9,2,1,1,146738.83,0
7310,561,0,1,0,34,1,78829.53,1,1,1,12148.2,0
7311,627,1,0,0,30,6,112372.96,1,1,1,118029.09,0
7312,682,1,0,0,81,6,122029.15,1,1,1,50783.88,0
7313,683,0,1,1,29,0,157829.12,1,0,0,129891.66,0
7314,420,1,0,1,31,1,108377.75,2,1,1,9904.63,0
7315,670,0,1,1,54,2,95507.12,1,1,1,63213.31,0
7316,505,1,0,0,43,6,127146.68,1,0,0,137565.87,0
7317,580,1,0,0,24,1,133811.78,1,1,0,17185.95,1
7318,577,0,1,0,36,3,121092.47,2,0,1,143783.46,0
7319,773,1,0,0,34,10,126979.75,1,0,0,36823.28,0
7320,616,0,1,0,37,5,144235.73,2,0,0,154957.66,1
7321,763,0,1,1,38,0,152582.2,2,0,0,31892.82,0
7322,640,0,0,0,43,9,172478.15,1,1,0,191084.4,1
7323,592,0,1,0,36,1,126477.42,1,0,0,179718.17,0
7324,528,0,0,0,43,7,97473.87,2,1,1,159823.16,0
7325,630,0,1,0,53,5,138053.67,1,0,1,114110.97,0
7326,529,0,1,1,31,2,164003.05,2,1,1,60993.23,0
7327,546,0,1,1,47,8,0,1,1,1,66408.01,1
7328,753,0,1,1,62,6,0,2,1,1,136398.9,0
7329,772,0,0,1,39,4,122486.11,2,1,1,140709.25,0
7330,567,0,1,0,36,1,0,2,0,0,8555.73,0
7331,628,1,0,1,45,6,53667.44,1,1,0,115022.94,0
7332,658,0,1,0,20,7,0,2,0,0,187638.34,0
7333,679,0,0,0,58,9,109327.65,1,1,1,3829.13,0
7334,629,0,0,0,34,1,121151.05,1,0,0,119357.93,0
7335,731,0,0,0,42,9,101043.63,1,1,1,192175.52,0
7336,775,1,0,0,33,3,83501.66,2,1,0,128841.31,0
7337,660,0,0,0,33,2,80462.24,1,0,0,150422.35,0
7338,752,0,1,0,39,3,0,1,1,0,188187.05,0
7339,655,0,1,0,37,6,109093.41,2,1,0,1775.52,0
7340,543,0,0,1,46,5,140355.6,1,1,1,85086.78,0
7341,811,0,1,0,42,10,0,2,1,1,3797.79,0
7342,689,1,0,0,45,0,130170.82,2,1,0,150856.38,0
7343,531,0,1,1,42,2,0,2,0,1,90537.47,0
7344,515,0,1,0,40,0,109542.29,1,1,1,166370.81,0
7345,466,0,1,1,41,3,33563.95,2,1,0,178994.13,1
7346,782,0,1,0,36,1,148795.17,2,1,1,195681.43,0
7347,611,0,1,0,64,9,0,2,1,1,53277.15,0
7348,621,1,0,0,40,8,174126.75,3,1,0,172490.78,1
7349,604,0,0,0,41,3,0,1,0,0,11819.84,0
7350,655,0,0,1,35,1,106405.03,1,1,1,82900.25,0
7351,689,0,0,0,38,2,0,1,1,1,82709.8,0
7352,681,0,0,0,30,2,128393.29,1,1,1,180593.45,0
7353,643,1,0,0,41,2,127841.52,1,1,0,172363.41,0
7354,617,0,1,1,24,4,137295.19,2,1,1,91195.12,0
7355,638,0,0,1,55,2,155828.22,1,0,1,108987.25,1
7356,743,0,1,0,39,6,0,2,1,0,44265.28,0
7357,828,1,0,1,25,7,144351.86,1,1,0,116613.26,0
7358,776,0,0,0,35,8,106365.29,1,1,1,148527.56,0
7359,540,1,0,0,35,7,127801.88,1,0,1,84239.46,0
7360,616,1,0,1,45,4,122793.96,1,1,1,62002.04,0
7361,628,1,0,0,38,10,113525.84,1,1,0,46044.48,1
7362,667,0,0,1,23,6,136100.69,2,0,0,169669.33,1
7363,615,0,1,0,30,7,0,2,1,1,156346.84,0
7364,543,0,1,0,30,4,140916.81,1,1,0,157711.18,0
7365,553,0,1,1,31,4,0,2,1,1,89087.4,0
7366,554,1,0,0,26,4,121365.39,1,1,1,8742.36,0
7367,684,0,0,1,36,4,0,1,1,0,117038.96,0
7368,452,0,1,1,35,7,0,2,1,0,164241.67,0
7369,606,0,1,0,47,3,93578.68,2,0,1,137720.56,1
7370,629,0,1,0,40,9,0,1,1,0,106.67,0
7371,659,0,0,1,33,8,115409.6,1,0,1,1539.21,0
7372,493,0,1,1,33,8,90791.69,1,1,1,59659.53,0
7373,794,0,1,1,62,9,123681.32,3,1,0,173586.63,1
7374,554,0,1,1,44,6,92436.86,1,1,0,126033.9,0
7375,796,1,0,1,52,9,167194.36,1,1,1,62808.93,1
7376,807,0,1,1,36,4,0,2,0,1,147007.33,0
7377,500,1,0,0,44,9,160838.13,2,1,0,196261.64,0
7378,722,0,0,0,43,1,0,1,1,0,44560.17,1
7379,559,0,0,1,40,7,144470.77,1,1,1,18917.95,0
7380,584,0,0,1,38,3,0,2,1,1,4525.4,0
7381,834,1,0,1,68,9,130169.27,2,0,1,93112.2,0
7382,754,0,0,0,35,4,0,2,1,1,9658.41,0
7383,590,0,1,0,43,7,81076.8,2,1,1,182627.25,1
7384,740,0,1,0,36,7,0,1,1,1,13177.4,0
7385,502,1,0,1,57,3,101465.31,1,1,0,43568.31,1
7386,733,0,1,0,48,5,0,1,0,1,117830.57,0
7387,755,1,0,1,37,0,113865.23,2,1,1,117396.25,0
7388,554,0,0,1,46,7,87603.35,3,0,1,96929.24,1
7389,534,0,1,0,36,4,120037.96,1,1,0,36275.94,0
7390,656,0,0,0,33,4,0,2,1,0,116706,0
7391,575,1,0,0,49,7,121205.15,4,1,1,168080.53,1
7392,480,0,0,0,47,8,75408.33,1,1,0,25887.89,1
7393,575,0,1,0,40,5,0,2,1,1,122488.59,0
7394,672,0,1,1,40,3,0,1,1,0,113171.61,1
7395,758,0,0,1,35,5,0,2,0,0,100365.51,0
7396,682,0,1,0,50,6,121818.84,2,0,1,124151.37,0
7397,501,0,1,1,29,8,0,2,1,0,112664.24,0
7398,746,1,0,0,34,6,141806,2,1,1,183494.87,0
7399,556,0,1,1,51,8,61354.14,1,1,0,198810.65,1
7400,823,1,0,1,53,4,124954.94,1,0,1,131259.6,1
7401,491,1,0,1,68,1,95039.12,1,0,1,116471.14,1
7402,638,0,1,1,29,9,103417.74,1,1,1,15336.4,0
7403,734,0,1,0,45,2,0,2,1,0,99593.28,0
7404,555,0,1,0,40,10,43028.77,1,1,0,170514.21,0
7405,745,1,0,1,44,0,119638.21,1,1,1,34265.08,1
7406,728,0,1,0,37,3,122689.51,2,0,0,106977.53,1
7407,626,0,1,0,44,10,0,2,0,0,164287.86,0
7408,681,1,0,0,37,8,73179.34,2,1,1,25292.53,0
7409,478,0,1,1,38,4,171913.87,1,1,0,51820.87,1
7410,709,0,1,0,38,5,0,2,1,1,81452.29,0
7411,562,1,0,0,33,8,92659.2,2,1,0,1354.25,0
7412,769,1,0,1,34,7,137239.17,1,1,1,71379.92,1
7413,684,1,0,1,46,3,102955.14,2,1,0,154137.33,0
7414,536,0,1,1,61,8,65190.29,1,1,1,64308.49,1
7415,631,1,0,1,29,2,96863.52,2,1,1,31613.35,0
7416,657,0,0,0,34,5,154983.98,1,1,0,27738.01,0
7417,699,1,0,0,59,3,106819.65,1,0,1,163570.25,0
7418,606,0,0,0,38,7,128578.52,1,1,1,193878.51,0
7419,612,0,1,1,63,2,126473.33,1,0,1,147545.65,0
7420,660,0,1,1,38,5,110570.78,2,1,0,195906.59,0
7421,829,0,0,0,50,7,0,2,0,1,178458.86,0
7422,567,0,0,0,29,8,0,2,1,0,156125.72,0
7423,850,0,1,1,33,3,0,2,1,1,11159.19,0
7424,712,0,0,1,44,2,0,2,0,0,45738.94,0
7425,562,0,1,0,30,3,111099.79,2,0,0,140650.19,0
7426,755,0,1,1,29,3,0,3,1,0,4733.94,0
7427,793,0,0,0,25,3,100913.57,1,0,0,10579.72,0
7428,471,0,0,0,26,8,0,2,1,1,179655.87,0
7429,707,0,1,0,42,2,16893.59,1,1,1,77502.56,0
7430,784,0,0,0,38,10,122267.85,1,0,0,145759.93,0
7431,703,0,1,0,32,1,125685.79,1,1,1,56246.72,0
7432,704,0,0,0,36,8,127397.34,1,1,0,151335.24,0
7433,662,0,1,0,38,0,105271.56,1,0,1,179833.45,0
7434,636,1,0,1,28,2,115265.14,1,0,0,191627.85,0
7435,640,0,0,0,36,4,0,1,0,0,173016.46,0
7436,739,0,0,0,31,1,0,2,1,1,58469.75,0
7437,767,1,0,0,23,2,139542.82,1,0,1,28038.28,0
7438,753,1,0,1,46,3,111512.75,3,1,0,159576.75,1
7439,714,0,1,0,37,9,148466.93,2,0,1,151280.96,0
7440,707,0,1,0,29,4,0,2,1,0,139953.94,0
7441,577,0,1,1,35,4,108155.49,1,1,0,105407.79,0
7442,633,0,1,1,42,1,0,2,1,0,56865.62,0
7443,849,1,0,0,41,10,84622.13,1,1,1,198072.16,0
7444,614,0,0,1,41,7,146997.64,2,0,0,137791.18,0
7445,558,0,1,1,47,9,0,2,1,0,103787.28,0
7446,832,0,1,1,27,10,98590.25,1,1,0,30912.89,0
7447,567,0,1,1,26,2,0,2,1,1,78651.55,0
7448,587,1,0,1,45,8,134980.74,1,1,1,123309.57,1
7449,712,0,0,1,79,5,108078.56,1,1,1,174118.93,0
7450,655,0,0,1,29,9,0,2,0,1,85736.26,0
7451,641,0,1,1,42,6,0,2,0,0,121138.77,0
7452,676,0,1,0,35,5,106836.67,2,1,0,84199.78,0
7453,472,0,1,0,29,8,102490.27,1,0,1,181224.56,0
7454,644,1,0,0,34,9,112746.54,2,0,0,141230.07,0
7455,598,0,1,0,38,0,125487.89,1,0,0,158111.71,0
7456,792,0,0,0,25,8,142862.21,1,1,1,130639.01,0
7457,700,0,1,1,37,7,0,2,1,0,17040.82,0
7458,616,0,1,0,34,10,0,2,1,0,25662.27,0
7459,743,0,0,0,35,6,79388.33,1,1,1,193360.69,0
7460,427,0,1,0,37,5,0,2,1,1,121485.1,0
7461,731,0,1,0,29,10,0,2,1,1,162452.65,0
7462,610,0,1,1,31,6,107784.65,1,1,1,141137.53,0
7463,724,0,0,1,41,4,142880.28,3,0,0,185541.2,1
7464,653,0,0,1,38,9,149571.94,1,1,0,118383.18,0
7465,774,0,1,0,49,1,142767.39,1,1,1,8214.41,0
7466,547,1,0,0,49,8,121537.71,2,1,0,46521.45,1
7467,719,0,0,0,50,2,0,2,0,0,10772.13,0
7468,740,0,0,0,43,9,0,1,1,0,199290.68,1
7469,543,0,1,0,42,4,89838.71,3,1,0,85983.54,1
7470,688,1,0,0,45,9,103399.87,1,0,0,129870.93,0
7471,474,0,1,1,30,9,0,2,0,0,63158.22,0
7472,505,1,0,0,43,5,136855.94,2,1,0,171070.52,0
7473,688,0,1,1,39,0,0,2,1,0,53222.15,1
7474,650,1,0,1,55,2,140891.46,3,1,1,179834.45,1
7475,610,0,1,0,37,0,0,1,1,0,114514.64,0
7476,705,0,0,1,46,5,89364.91,1,0,1,139162.15,0
7477,669,0,1,1,29,7,146011.4,1,0,0,50249.16,0
7478,650,0,0,0,20,8,0,2,1,1,113469.65,0
7479,550,1,0,0,29,9,145294.08,2,1,0,147484.13,0
7480,595,1,0,1,45,9,106000.12,1,0,0,191448.96,1
7481,572,0,0,1,26,5,0,2,1,0,119381.41,0
7482,622,0,0,1,58,2,0,2,1,1,33277.31,0
7483,662,0,0,0,20,9,104508.77,2,0,0,73107.53,0
7484,783,1,0,1,58,3,127539.3,1,1,1,96590.39,1
7485,714,0,0,0,44,7,0,1,0,1,6923.11,0
7486,671,1,0,0,51,3,96891.46,1,1,0,176403.33,1
7487,600,0,1,1,32,1,78535.25,1,1,0,64349.6,0
7488,847,0,0,1,37,9,112712.17,1,1,0,116097.26,0
7489,650,0,0,0,55,9,119618.42,1,1,1,29861.13,0
7490,710,0,0,1,28,6,0,1,1,0,48426.98,0
7491,682,0,1,1,33,8,74963.5,1,1,1,32770.56,0
7492,642,0,1,0,26,1,138023.79,2,0,1,117060.2,0
7493,536,0,0,1,28,4,0,1,1,1,136197.65,0
7494,754,0,1,1,47,1,185513.67,1,1,0,27438.83,0
7495,678,0,1,0,60,8,185648.56,1,0,0,192156.54,1
7496,533,1,0,1,49,1,102286.6,3,1,0,69409.37,1
7497,741,1,0,0,38,4,128015.83,1,1,0,58440.43,0
7498,757,0,1,0,31,10,39539.39,2,0,0,192519.39,0
7499,721,0,1,0,40,3,0,1,1,1,144874.67,0
7500,700,0,1,0,37,3,77608.46,2,1,1,175373.46,0
7501,663,0,1,0,26,5,141462.13,1,1,0,440.2,0
7502,677,0,0,1,35,0,0,2,0,0,76637.38,0
7503,655,0,1,0,27,2,131691.33,1,1,0,49480.66,0
7504,832,0,0,0,29,8,93833.86,1,0,1,10417.87,0
7505,721,0,0,1,46,7,137933.39,1,1,1,67976.57,0
7506,542,0,0,0,54,8,105770.14,1,0,1,140929.98,1
7507,654,0,0,1,54,5,0,2,0,1,47139.06,0
7508,821,0,0,1,38,8,0,2,0,1,126241.4,1
7509,508,0,1,1,38,3,166328.65,2,0,1,22614.19,0
7510,588,1,0,1,42,2,164307.77,1,1,0,48498.19,0
7511,691,1,0,0,38,9,163965.69,2,0,1,103511.26,0
7512,664,0,1,0,40,7,125608.72,1,1,0,122073.48,0
7513,439,0,1,1,66,9,0,1,1,0,65535.56,0
7514,479,0,0,0,37,6,118433.94,1,0,1,160060.9,0
7515,850,0,1,1,55,10,98488.08,1,1,0,155879.57,1
7516,518,0,1,0,40,4,0,2,0,1,194416.58,0
7517,717,1,0,1,64,10,98362.35,2,1,1,21630.21,0
7518,698,0,1,1,51,6,144237.91,4,1,0,157143.61,1
7519,850,0,1,0,34,6,0,1,0,1,52796.31,0
7520,700,0,0,0,47,4,0,1,1,0,121798.52,1
7521,626,0,1,1,29,4,105767.28,2,0,0,41104.82,0
7522,774,0,0,0,32,9,0,2,1,0,10604.48,0
7523,719,0,0,1,48,5,0,2,0,0,78563.66,0
7524,646,0,0,0,31,2,0,1,1,1,170821.43,1
7525,485,0,1,1,25,3,134467.26,1,1,1,113266.09,0
7526,784,1,0,0,38,1,138515.02,1,1,1,171768.76,0
7527,850,1,0,0,32,2,128647.98,2,0,0,54416.18,0
7528,669,0,1,1,38,9,121858.98,1,1,0,130755.34,0
7529,731,0,0,0,70,3,0,2,1,1,141180.66,0
7530,721,0,1,1,49,1,120108.56,1,0,1,183421.76,0
7531,515,0,1,1,37,0,196853.62,1,1,1,132770.11,0
7532,774,0,1,1,35,3,121418.62,1,1,1,24400.37,0
7533,585,0,0,0,36,10,0,2,1,1,180318.6,0
7534,695,0,1,1,29,9,0,2,1,0,111565.45,0
7535,729,1,0,1,42,4,97495.8,2,0,0,2002.5,0
7536,713,0,1,1,42,3,0,2,0,0,82565.01,0
7537,555,0,0,0,33,5,127343.4,1,0,1,121789.3,0
7538,699,0,0,1,50,0,158633.61,1,1,0,193785.87,0
7539,587,0,1,0,55,9,0,1,1,0,64593.07,0
7540,762,0,0,1,69,9,183744.98,1,1,1,196993.69,0
7541,510,0,1,0,44,6,0,2,1,1,175518.31,0
7542,842,0,0,0,46,9,0,1,0,0,17268.02,0
7543,608,0,1,0,31,7,79962.92,2,1,0,60901.72,0
7544,850,0,1,1,36,10,0,2,1,1,100750.03,0
7545,642,0,1,0,36,4,0,2,1,1,195224.91,0
7546,850,0,1,0,33,7,140956.99,1,0,0,3510.18,0
7547,455,0,0,1,43,6,0,1,1,1,81250.79,0
7548,726,0,1,0,29,7,0,2,1,1,91844.14,1
7549,544,0,0,0,30,8,145241.63,1,1,1,80676.83,0
7550,651,1,0,0,31,7,138008.06,2,1,0,129912.74,0
7551,814,0,1,1,31,4,0,2,1,1,142029.17,0
7552,537,0,1,0,39,2,0,2,1,1,137651.6,0
7553,553,0,1,0,37,2,0,2,1,0,33877.29,0
7554,800,0,0,0,38,9,0,1,1,0,78744.39,0
7555,791,0,1,0,34,7,0,2,1,0,96734.46,0
7556,699,0,0,1,29,9,127570.93,2,1,0,164756.81,0
7557,756,0,1,1,28,6,0,1,1,1,164394.65,0
7558,591,0,0,1,27,5,107812.67,1,0,1,162501.83,1
7559,850,1,0,0,22,7,91560.58,2,0,0,10541.38,0
7560,760,1,0,0,34,6,121303.77,2,1,1,59325.21,0
7561,569,0,0,0,43,8,161546.68,2,0,1,178187.28,0
7562,661,0,0,1,35,5,128415.45,1,1,0,142626.49,0
7563,670,0,1,1,31,2,57530.06,1,1,1,181893.31,1
7564,694,0,1,0,38,1,0,2,0,1,156858.2,0
7565,728,0,1,1,28,4,142243.54,2,1,0,33074.51,0
7566,764,1,0,1,39,9,138341.51,1,1,0,50072.94,1
7567,639,0,1,0,32,9,0,2,1,0,111340.36,0
7568,683,0,1,1,30,2,0,2,0,1,100496.84,1
7569,663,0,0,0,30,4,0,3,1,0,101371.05,0
7570,826,0,0,0,41,5,146466.46,2,0,0,180934.67,0
7571,735,0,0,0,36,5,0,2,1,0,105152.17,0
7572,682,0,1,1,58,1,0,1,1,1,706.5,0
7573,663,0,1,1,39,8,0,2,1,1,101168.9,0
7574,562,0,0,1,29,9,120307.58,1,1,1,6795.61,0
7575,696,0,1,0,27,4,87637.26,2,0,0,196111.35,0
7576,850,0,0,0,38,2,94652.04,1,1,1,171960.76,0
